codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Grave,22876,11594693.800126849,72.16859107830147,71.16683432575681
2,Leve,8822,4697577.6068794895,27.83140892169853,28.83316567424319
