codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Diariamente,7,3379.1277994624215,1.1217948717948718,0.966490980654273
2,Fines de semana,101,59704.80890395742,16.185897435897434,17.076643066456914
3,Algunos días de la semana,43,25366.417211230244,6.891025641025641,7.255248958049948
4,No en últimos 30 días,473,261178.13378990116,75.80128205128206,74.70161699483886
5,Nunca,0,0.0,0.0,0.0
