codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Diariamente,153,63663.439519560896,1.0525591634562466,0.8907825988289743
2,Fines de semana,9096,4482416.001144735,62.575674188222344,62.7182289342922
3,Algunos días de la semana,2670,1316779.1358635754,18.36818932305999,18.42445129543979
4,No en últimos 30 días,1843,899504.6978276159,12.678866263070995,12.58592275938159
5,Nunca,774,384547.7231486252,5.324711062190424,5.380614412057451
