codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Sí,110,46736.40689823516,4.16036308623298,3.8775596607982923
2,No,2534,1158568.2431045787,95.83963691376702,96.1224403392017
