codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Diariamente,30,10284.046651984243,0.20638414969730326,0.1438949870171281
2,Fines de semana,3237,1513429.0546708654,22.26884975233902,21.17598855224858
3,Algunos días de la semana,843,420179.64426954434,5.7993946064942214,5.879178352945518
4,No en últimos 30 días,6367,3151627.532856329,43.801596037424325,44.09775823368949
5,Nunca,4059,2051390.7190553893,27.923775454045128,28.70317987409929
