codigo_original,n,porcentaje_total
,35220,70.78543291261356
2.0,9096,18.28121231610258
3.0,2670,5.366186992523515
4.0,1843,3.704075890344883
5.0,774,1.5555912854731089
1.0,153,0.3075006029423587
