grupo_edad,n_valido,peso_denominador,Sí,No
12–17,3559,3052407.999999999,46.3002166252954,53.6997833747046
18–25,8822,4315180.708982425,88.72083662895156,11.279163371048451
26–35,11341,5153800.066439215,92.46125998959087,7.538740010409119
36–45,9252,4365707.392484027,91.13853295503131,8.861467044968693
46–55,8445,3674846.186044837,88.5974881912922,11.402511808707803
56–65,8337,3185420.6460494874,84.75188839844965,15.248111601550352
