codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Nunca,10269,5008023.087045412,87.78423662164472,89.15487274267242
2,Menos de una vez al mes,903,397384.7529871093,7.719268250983074,7.074405701940564
3,Mensualmente,321,129817.0543390586,2.7440588134723884,2.311056230824124
4,Semanalmente,144,61450.19300652166,1.230979654641819,1.0939614379336466
5,A diario o casi a diario,61,20542.382608155385,0.5214566592579928,0.3657038866292218
