grupo_edad,n_valido,peso_denominador,Sí,No
12–17,6,6170.418448180219,49.54547937219911,50.45452062780088
18–25,182,95323.72907700337,4.138714456275724,95.86128554372428
26–35,287,149149.53091928386,4.816081003223135,95.18391899677687
36–45,251,118554.98900516698,4.664745178499687,95.33525482150031
46–55,189,88596.1638871036,3.20703726018374,96.79296273981628
56–65,106,42047.45164517632,4.999141349030076,95.00085865096992
