grupo_edad,n_valido,peso_denominador,Sí,No
12–17,1640,1411331.3961612245,69.1197503676723,30.880249632327704
18–25,7782,3827401.9622270307,75.05077595911966,24.949224040880328
26–35,10388,4761426.131410558,71.6088291037589,28.391170896241096
36–45,8354,3972079.124608052,66.7050437410507,33.29495625894931
46–55,7338,3251179.9682412874,56.89486610983361,43.105133890166385
56–65,6887,2694151.797379107,44.38046746265229,55.619532537347716
