grupo_edad,n_valido,peso_denominador,Una vez al mes,2 a 4 veces al mes,2 a 3 veces por semana,4 o más veces por semana
12–17,1112,975508.7378872224,85.33242727767998,13.539590899265264,0.6484566127829369,0.47952521027181005
18–25,5765,2872494.871725959,66.52794088549511,30.574432908614753,2.025389063394783,0.8722371424953526
26–35,7282,3409601.5013435045,68.70051514447059,29.069461922241025,1.6669561494579,0.5630667838304909
36–45,5370,2649577.117498944,72.94069144281231,25.191455804731532,1.4946788075659556,0.37317394489021466
46–55,3991,1849754.489920611,71.29528238395952,26.191342909383547,1.7796269180384758,0.7337477886184686
56–65,2843,1195677.1618302967,72.02174372173242,24.294036070934595,2.1474047467769517,1.5368154605560176
