codigo_original,n,porcentaje_total
,35220,70.78543291261356
5.0,7624,15.322775142696358
4.0,6308,12.6778679958196
2.0,402,0.8079427606720797
3.0,187,0.37583407026288285
1.0,15,0.030147117935525363
