codigo_original,n,porcentaje_total
,35220,70.78543291261356
4.0,6367,12.796446659699331
5.0,4059,8.157810113353163
2.0,3237,6.505748050486374
3.0,843,1.6942680279765254
1.0,30,0.060294235871050726
