grupo_edad,n_valido,peso_denominador,Sí,No
12–17,3559,3052407.999999999,26.33163869779842,73.66836130220157
18–25,8822,4315180.708982425,51.59328617136308,48.406713828636924
26–35,11341,5153800.066439215,47.62413511428484,52.37586488571516
36–45,9252,4365707.392484027,42.04210751750893,57.95789248249107
46–55,8445,3674846.1860448373,41.63919660146242,58.36080339853756
56–65,8337,3185420.6460494874,33.147526497196154,66.85247350280385
