codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,1 o 2,8324,4393229.278010396,31.574555247885293,33.91770432317051
2,3 o 4,8221,3967069.0862437957,31.18385616204529,30.62755612831206
3,5 o 6,4325,2136406.101784666,16.40556841027197,16.49401519680443
4,"7, 8 o 9",1978,975349.3763773852,7.50293972613132,7.530135503134699
5,10 o más,3515,1480560.037790295,13.333080453666122,11.430588848578312
