codigo_original,n,porcentaje_total
,38058,76.48926762601495
1.0,11071,22.250582844280085
2.0,435,0.8742664201302356
3.0,111,0.2230886727228877
4.0,68,0.13666693464104832
5.0,13,0.026127502210788647
