codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Nunca,10010,4843812.737053367,85.57018293725423,86.23153301318096
2,Menos de una vez al mes,1217,563225.6790126895,10.403487775688152,10.02677361206148
3,Mensualmente,297,133130.83363931242,2.538895537698752,2.37004948358601
4,Semanalmente,119,51956.70687537233,1.017267909044281,0.9249545197953577
5,A diario o casi a diario,55,25091.513405514794,0.4701658403145837,0.44668937137618386
