codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Sí,14536,7146910.997504112,55.16717902007667,55.21829458350524
2,No,11813,5796101.9140881095,44.83282097992333,44.78170541649475
