grupo_edad,n_valido,peso_denominador,Sí,No
12–17,1111,973008.5673844982,37.92356653625082,62.07643346374918
18–25,5760,2870032.8343637628,58.29725077064938,41.70274922935062
26–35,7279,3409022.8648581235,58.795179628243886,41.204820371756114
36–45,5367,2647637.6221177783,55.39478569802267,44.60521430197731
46–55,3990,1849587.623476209,54.43698532739846,45.56301467260154
56–65,2842,1193723.3993918502,52.516953317348545,47.48304668265145
