codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Uno,6434,3061018.118501938,37.981109799291616,37.81082696901299
2,Dos o más,10506,5034594.603776065,62.018890200708384,62.18917303098701
