codigo_original,n,porcentaje_total
,23393,47.015435324382985
1.0,8324,16.72964064635421
2.0,8221,16.522630436530267
3.0,4325,8.692419004743146
5.0,3515,7.064474636224777
4.0,1978,3.975399951764611
