codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Una vez al mes,18575,9198405.868388178,70.45859727648599,71.01582702503522
2,2 a 4 veces al mes,7119,3443902.550779808,27.003755263058075,26.588475365907318
3,2 a 3 veces por semana,470,219538.93441117092,1.7828016538330236,1.6949392334365658
4,4 o más veces por semana,199,90766.52662738059,0.7548458066229184,0.7007583756208847
