grupo_edad,n_valido,peso_denominador,Sí,No
12–17,94,81169.7399832697,2.133603564513904,97.86639643548611
18–25,3848,1887585.8340284505,1.6225661718671212,98.37743382813288
26–35,7834,3595820.1205396242,1.6474665944707119,98.35253340552929
36–45,6723,3181636.287463782,1.5734650915352046,98.42653490846479
46–55,5478,2438737.263266145,1.4697475066623369,98.53025249333767
56–65,3695,1469881.8362954555,1.307989265217265,98.69201073478273
