codigo_original,n,porcentaje_total
,38058,76.48926762601495
1.0,10459,21.020580432510652
2.0,958,1.9253959321488865
3.0,171,0.34367714446498915
4.0,88,0.17686309188841548
5.0,22,0.04421577297210387
