codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Últimos 12 meses,1263,585850.2843314847,70.20566981656476,72.40368962554156
2,Hace más de 12 meses,536,223293.9559156542,29.794330183435243,27.59631037445845
