codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Uno,2756,1345961.2562339206,13.044918824253324,13.587271414858304
2,Dos o más,18371,8560084.005819578,86.95508117574667,86.41272858514169
