codigo_original,n,porcentaje_total
,35220,70.78543291261356
5.0,12053,24.224214165125815
4.0,2409,4.8416271404453735
2.0,31,0.062304043733419086
3.0,30,0.060294235871050726
1.0,13,0.026127502210788647
