codigo_original,n,porcentaje_total
,35220,70.78543291261356
4.0,7086,14.241498512742181
5.0,6208,12.476887209582763
2.0,762,1.5314735911246884
3.0,438,0.8802958437173406
1.0,42,0.08441193021947102
