codigo_original,n,porcentaje_total
,35220,70.78543291261356
4.0,6923,13.91389983117614
5.0,5831,11.719189645469893
2.0,1374,2.761476002894123
3.0,392,0.7878446820483961
1.0,16,0.03215692579789372
