edad,n,media,mediana,media_ponderada,peso_denominador
12–17,405,0.3506172839506173,0.0,0.3265105604496845,368999.5514554811
18–25,3329,0.5671372784620006,0.0,0.53879786326789,1673150.2386490188
26–35,4188,0.5193409742120344,0.0,0.46873021816020277,2004341.1169612394
36–45,2955,0.438917089678511,0.0,0.3798579480669193,1466653.186832367
46–55,2173,0.5283018867924528,0.0,0.49260764135376395,1006859.7432091217
56–65,1486,0.5087483176312247,0.0,0.4867884156655447,626907.1603968842
