grupo_edad,n_valido,peso_denominador,Sí,No
12–17,1112,975508.7378872224,1.0638176140881501,98.93618238591185
18–25,5765,2872494.871725959,4.956476280387083,95.0435237196129
26–35,7282,3409601.501343505,4.501613737582028,95.49838626241797
36–45,5370,2649577.1174989445,4.097848243684123,95.90215175631587
46–55,3991,1849754.4899206113,3.0010532488272093,96.99894675117278
56–65,2843,1195677.1618302967,2.5684557384811493,97.43154426151884
