codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Diariamente,13,6161.142413129067,0.08943313153549808,0.08620706785463957
2,Fines de semana,31,15593.149210885389,0.21326362135388002,0.21818026300216867
3,Algunos días de la semana,30,15724.339284990803,0.20638414969730326,0.22001588225293628
4,No en últimos 30 días,2409,1343802.7282764968,16.57264722069345,18.8025669935695
5,Nunca,12053,5765629.63831861,82.91827187671987,80.67302979332075
