codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Últimos 12 meses,342,167624.97755811547,34.54545454545455,33.45557815775803
2,Hace más de 12 meses,648,333412.478042528,65.45454545454545,66.54442184224197
