codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Diariamente,22,7259.638525781567,0.15134837644468904,0.10157729022114341
2,Fines de semana,248,87494.18928288027,1.7061089708310402,1.2242238543817814
3,Algunos días de la semana,180,65342.196076851156,1.2383048981838194,0.9142718595442192
4,No en últimos 30 días,5304,2689219.3730037496,36.48871766648321,37.62771600126118
5,Nunca,8782,4297595.6006148495,60.415520088057235,60.132210994591674
