codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Diariamente,15,6880.631703933591,0.10319207484865163,0.09627420442673047
2,Fines de semana,402,200809.8931028314,2.7655476059438637,2.8097438623897717
3,Algunos días de la semana,187,104410.90746838262,1.286461199779857,1.4609235725035004
4,No en últimos 30 días,6308,3122465.4460088224,43.39570720968629,43.68972059536308
5,Nunca,7624,3712344.119220142,52.449091909741334,51.943337765316926
