codigo,respuesta,n,peso,porcentaje_muestral,porcentaje_ponderado
1,Últimos 30 días,655,328509.49093175784,1.543318960439198,1.6473766024835133
2,Más de 30 días y menos de 12 meses,1132,737137.9651676808,2.6672321575834688,3.696525884762955
3,Hace más de 12 meses,40654,18875724.203332365,95.78944888197734,94.65609751275353
