codigo_original,n,porcentaje_total
,35220,70.78543291261356
5.0,8782,17.650132647318916
4.0,5304,10.660020902001769
2.0,248,0.4984323498673527
3.0,180,0.3617654152263044
1.0,22,0.04421577297210387
